base1,shoulder1,elbow1,base2,shoulder2,elbow2,base3,shoulder3,elbow3,base4,shoulder4,elbow4,base5,shoulder5,elbow5,base6,shoulder6,elbow6,com_vx,com_vy,com_wz,height,e1x,e1y,e1z,e2x,e2y,e2z,e3x,e3y,e3z,e4x,e4y,e4z,e5x,e5y,e5z,e6x,e6y,e6z
-0.14451335,-0.001897633,-1.6420228,0.077623814,0.04743746,1.555098,0.054643422,-0.08331574,-1.5107043,-0.026783098,-0.0462322,1.4722271,0.10738426,-0.0060380218,-1.5212461,-0.1631835,0.06630899,1.5521927,0.2,0.0,0.0,0.2571608,0.49747247,0.18463854,-0.22718719,0.5185049,-0.23587385,-0.20388713,0.014152691,0.5480788,-0.2065801,0.03288109,-0.52876246,-0.22715217,-0.49718028,0.28923997,-0.22711448,-0.5221055,-0.28302532,-0.19570862
-0.13824917,-0.0015180608,-1.6537886,0.095523074,0.047084343,1.543674,0.046685953,-0.08374652,-1.5076709,-0.040512428,-0.046375334,1.4751188,0.11018353,-0.003058101,-1.5059482,-0.15888602,0.06648144,1.5609742,0.2,0.0,0.0,0.257391,0.4932624,0.18512197,-0.22741799,0.5243715,-0.23057158,-0.20421451,0.017873906,0.54832846,-0.20611052,0.02808177,-0.528239,-0.22739299,-0.50140584,0.28989902,-0.22734576,-0.5188329,-0.2835367,-0.19526972
-0.1326178,-0.0015102163,-1.6658603,0.10818478,0.046713926,1.534402,0.039602052,-0.08418968,-1.504084,-0.054880578,-0.04657875,1.4772125,0.112934306,-8.601985e-05,-1.4912496,-0.15474147,0.06652196,1.5692533,0.2,0.0,0.0,0.2575495,0.4893014,0.18529886,-0.22758438,0.52927196,-0.22644413,-0.2046291,0.020786254,0.549035,-0.20568596,0.02331685,-0.52787775,-0.22754514,-0.50540143,0.29056206,-0.22750835,-0.51575094,-0.28395998,-0.19496185
-0.12732205,-0.0010946192,-1.6773342,0.11638412,0.045537442,1.5259966,0.03274979,-0.08452614,-1.5004877,-0.06843989,-0.04683302,1.478877,0.1157203,0.0021943524,-1.4777501,-0.15080003,0.066494584,1.5769742,0.2,0.0,0.0,0.25764692,0.48536977,0.18539076,-0.22768353,0.5330149,-0.22350912,-0.20510268,0.02327981,0.54996073,-0.20532241,0.018432518,-0.5276532,-0.22763403,-0.50928575,0.29108953,-0.22760308,-0.51275736,-0.28440818,-0.1945698
-0.1221832,-0.00059910596,-1.6880752,0.121312805,0.044375744,1.518164,0.02609478,-0.0849229,-1.4972241,-0.0819811,-0.047233745,1.4799856,0.1186866,0.00394249,-1.46491,-0.14689015,0.066281214,1.5843321,0.2,0.0,0.0,0.25767702,0.4816419,0.18545325,-0.2277063,0.53597665,-0.2217082,-0.20562468,0.025775032,0.5508862,-0.20502445,0.0140137635,-0.5274254,-0.22766757,-0.5129292,0.2915099,-0.22763075,-0.50978917,-0.28484344,-0.19431897
-0.116934344,0.0001610385,-1.6983765,0.12467466,0.043163765,1.5108398,0.01972622,-0.08529772,-1.494024,-0.09497421,-0.047512855,1.4809166,0.12153358,0.0052726017,-1.4530028,-0.14324924,0.06596871,1.5911022,0.2,0.0,0.0,0.25766063,0.47819152,0.1854933,-0.22770116,0.53850955,-0.22092122,-0.20600179,0.028287895,0.55170906,-0.20484239,0.00965999,-0.5272741,-0.22764608,-0.51649743,0.29184037,-0.22761871,-0.5068264,-0.285266,-0.19416416
-0.11174936,0.0012677406,-1.7077495,0.12798613,0.041808452,1.5037378,0.013584593,-0.08559551,-1.4911829,-0.10710425,-0.04777094,1.4816984,0.1242832,0.0064410376,-1.4419289,-0.13983938,0.065426074,1.5975943,0.2,0.0,0.0,0.257653,0.47483099,0.18560639,-0.22768809,0.54077905,-0.22052053,-0.20632632,0.030725649,0.5525367,-0.20470555,0.005558431,-0.52711415,-0.22764076,-0.51986647,0.29214057,-0.2276165,-0.50400186,-0.28563273,-0.19419384
-0.10665249,0.0027261383,-1.7161564,0.13211437,0.040288877,1.496747,0.0076282807,-0.085902445,-1.4885342,-0.1184692,-0.04809681,1.4822247,0.1270111,0.007631557,-1.4309317,-0.13667227,0.06461381,1.6041049,0.2,0.0,0.0,0.2576906,0.47165635,0.18574609,-0.22772656,0.5429203,-0.22007897,-0.20666698,0.033119775,0.5532602,-0.20460719,0.0017113185,-0.52690935,-0.22769296,-0.52301437,0.29244095,-0.22764792,-0.5012614,-0.2858568,-0.19441168
-0.101481274,0.004278829,-1.7242209,0.13775158,0.03899247,1.4904184,0.0018417189,-0.0861304,-1.4860951,-0.12973204,-0.048363034,1.4827138,0.12950122,0.008935767,-1.420224,-0.13376452,0.06369949,1.6108516,0.2,0.0,0.0,0.25772998,0.46867463,0.18588994,-0.2277673,0.545057,-0.21932933,-0.20694923,0.03546511,0.55391407,-0.2044666,-0.0018884401,-0.5267176,-0.2277173,-0.5261235,0.29272252,-0.22768721,-0.4984933,-0.285961,-0.19472696
-0.09639418,0.00595443,-1.731782,0.14512888,0.03754191,1.483929,-0.003820698,-0.08621368,-1.4836535,-0.14059734,-0.04861035,1.4830965,0.131843,0.010254001,-1.409954,-0.13107611,0.06255253,1.6178621,0.2,0.0,0.0,0.2577812,0.46572736,0.18606779,-0.22781536,0.5471728,-0.21797788,-0.20720336,0.037715208,0.55448186,-0.204331,-0.0054849586,-0.5265049,-0.22777015,-0.5291148,0.29301754,-0.22774398,-0.495709,-0.28593546,-0.19509727
-0.091258794,0.0076659136,-1.7391044,0.15409331,0.035727505,1.4771806,-0.009386622,-0.08620509,-1.4811198,-0.15118425,-0.04893966,1.4833244,0.13417348,0.011595502,-1.399609,-0.12854998,0.06111134,1.625928,0.2,0.0,0.0,0.2578316,0.4628693,0.18623391,-0.22786592,0.54940814,-0.2160148,-0.20749794,0.039902676,0.55500126,-0.20421141,-0.0089951875,-0.52629006,-0.2278233,-0.53198016,0.2933036,-0.22778587,-0.49286702,-0.28576714,-0.19553655
-0.08625116,0.009412994,-1.746338,0.1641784,0.03350283,1.4701341,-0.014812514,-0.08606574,-1.4783863,-0.16173017,-0.049244165,1.4833846,0.13636035,0.013034327,-1.3893293,-0.12617302,0.059161484,1.6348175,0.2,0.0,0.0,0.25787723,0.4600493,0.186346,-0.22791342,0.5517055,-0.21352997,-0.20789193,0.042056404,0.5554715,-0.20414828,-0.012469338,-0.52610254,-0.22786626,-0.53487456,0.29356873,-0.2278316,-0.48972,-0.28539926,-0.19604477
-0.08140667,0.0112600215,-1.7535219,0.17487513,0.03076569,1.4627982,-0.02012996,-0.08564182,-1.4753727,-0.17224073,-0.049597368,1.4831746,0.1385079,0.014488987,-1.3792899,-0.123825684,0.05638622,1.6442535,0.2,0.0,0.0,0.2579283,0.45722485,0.18640225,-0.22796279,0.5540198,-0.21061297,-0.20844533,0.044126138,0.55595183,-0.20412241,-0.015964853,-0.5259462,-0.22791786,-0.5377333,0.293834,-0.22789109,-0.48626074,-0.28483596,-0.19670026
-0.07660485,0.013115801,-1.7609477,0.18571943,0.02728656,1.4552011,-0.025311116,-0.084730394,-1.4721421,-0.18274547,-0.050118666,1.4826257,0.14074644,0.015995763,-1.3689833,-0.121348105,0.05170823,1.6539396,0.2,0.0,0.0,0.25798482,0.45437446,0.18639256,-0.22802879,0.5562754,-0.20741303,-0.20918198,0.046121906,0.55642843,-0.20419371,-0.019472305,-0.5258242,-0.22797492,-0.54054546,0.29405397,-0.22793673,-0.48245326,-0.2841083,-0.19756569
-0.07181272,0.01550537,-1.7679541,0.19613004,0.021978088,1.4478034,-0.030470122,-0.08322504,-1.468664,-0.19357559,-0.05066368,1.4817358,0.14302115,0.017315183,-1.3587433,-0.118622,0.045200933,1.6647047,0.2,0.0,0.0,0.25805092,0.45147514,0.1862416,-0.2280715,0.5583579,-0.20415953,-0.21015109,0.04810224,0.5567814,-0.20448768,-0.023022253,-0.52576023,-0.22803801,-0.5434184,0.2942443,-0.22800235,-0.47806934,-0.2831747,-0.19896302
-0.06708887,0.018151717,-1.7751477,0.2059554,0.013918325,1.4401814,-0.03545571,-0.08111408,-1.4650519,-0.20432991,-0.05150988,1.4803687,0.14533162,0.018522512,-1.3487741,-0.11524433,0.035897885,1.6752483,0.2,0.0,0.0,0.25814646,0.44859222,0.18611789,-0.22817303,0.5598766,-0.20075691,-0.21169323,0.050064985,0.55705243,-0.20499091,-0.026567645,-0.52573514,-0.22813244,-0.5463044,0.29437205,-0.22810932,-0.47275367,-0.2819959,-0.20096977
-0.06217939,0.021304399,-1.7819455,0.2149665,0.0024191628,1.4326087,-0.040446654,-0.07802687,-1.4612502,-0.21475822,-0.052662868,1.478603,0.14783223,0.01964374,-1.3384761,-0.111551896,0.021996561,1.6839465,0.2,0.0,0.0,0.2582956,0.44560498,0.18590157,-0.22833383,0.5605812,-0.1973148,-0.21420678,0.05196847,0.5572057,-0.20580547,-0.03010131,-0.52570945,-0.22827773,-0.5491464,0.29447573,-0.22824591,-0.46664047,-0.28064635,-0.20372881
-0.057262417,0.024884,-1.7883419,0.22286916,-0.012685181,1.4253656,-0.045336533,-0.07276769,-1.4578203,-0.22575627,-0.05344977,1.4769529,0.15034159,0.02051714,-1.3283435,-0.109711535,0.0026943125,1.6941603,0.2,0.0,0.0,0.2584262,0.44267625,0.18564014,-0.2284789,0.56022054,-0.19391252,-0.21776944,0.053983625,0.5571078,-0.20694056,-0.03348674,-0.5256918,-0.22840457,-0.5520359,0.29457155,-0.22836961,-0.45967293,-0.2790151,-0.20775642
-0.052002452,0.029910503,-1.7940475,0.22981028,-0.032551374,1.4163306,-0.04997372,-0.06165267,-1.4559699,-0.23641579,-0.05349334,1.4756097,0.15350391,0.020958886,-1.3187809,-0.1096549,-0.022407386,1.7053229,0.2,0.0,0.0,0.2585706,0.43981025,0.18551472,-0.22859167,0.5586983,-0.1903835,-0.22253525,0.05588947,0.55632734,-0.20880584,-0.03683831,-0.52564955,-0.22855373,-0.5549148,0.29457676,-0.22853367,-0.45084757,-0.2761096,-0.21335644
-0.045061618,0.036543876,-1.7988784,0.22648247,-0.036084004,1.4236199,-0.05382329,-0.034995653,-1.4570812,-0.24565984,-0.05364665,1.4744785,0.15762518,0.020285456,-1.3099269,-0.11128456,-0.051162433,1.707889,0.2,0.0,0.0,0.25883785,0.43689895,0.18582445,-0.22888397,0.55651844,-0.18639196,-0.22883305,0.057523705,0.5535952,-0.21271569,-0.039469402,-0.5255252,-0.22883599,-0.55775976,0.2941844,-0.22878945,-0.4398157,-0.27197582,-0.22069712
-0.03973793,0.03886726,-1.8019624,0.22584142,-0.036083,1.4291292,-0.05245154,-0.014174552,-1.4581517,-0.2519069,-0.05378177,1.4901763,0.16033714,0.022244394,-1.3077887,-0.112854056,-0.05104383,1.7024549,0.2,0.0,0.0,0.25923368,0.43475753,0.18575718,-0.22916578,0.5545137,-0.18668483,-0.22924593,0.06001172,0.54505396,-0.22226214,-0.041229326,-0.5254577,-0.2292294,-0.5596978,0.29386967,-0.22919764,-0.42957783,-0.2677425,-0.22950219
-0.039102916,0.023400174,-1.7820667,0.22175121,-0.042212464,1.4310683,-0.04575761,-0.011412468,-1.4578235,-0.25072777,-0.023877375,1.4734658,0.15928525,-0.0047959257,-1.3105928,-0.11677176,-0.04689028,1.6991417,0.2,0.0,0.0,0.25978827,0.43310028,0.18540058,-0.22974512,0.55259275,-0.18737145,-0.22979854,0.059781846,0.53804743,-0.22979333,-0.042738963,-0.5207061,-0.22978142,-0.55991095,0.29328096,-0.22972903,-0.43170935,-0.26786345,-0.22983909
-0.038637124,-0.00013908595,-1.7592152,0.21839713,-0.0517873,1.4401923,-0.03416587,-0.010967447,-1.4594861,-0.2442406,-0.007171185,1.4614118,0.1567977,-0.046696763,-1.3078367,-0.12059443,-0.045517996,1.6908083,0.2,0.0,0.0,0.26094857,0.44214138,0.19089197,-0.22674926,0.54998475,-0.18764147,-0.23092467,0.05644462,0.53744346,-0.23092385,-0.045491863,-0.5352515,-0.2201847,-0.56720597,0.2953861,-0.22155349,-0.43421516,-0.26882827,-0.23103915
-0.037980575,-0.013795223,-1.7346927,0.2142462,-0.058844507,1.4462762,-0.021137405,-0.009324347,-1.4618359,-0.23698024,-0.008207833,1.4620527,0.15332271,-0.07756602,-1.3303306,-0.123412535,-0.045075204,1.6790133,0.2,0.0,0.0,0.2621008,0.4544629,0.19698188,-0.22105749,0.5440597,-0.18785103,-0.23207906,0.052183524,0.53668934,-0.2320906,-0.04559793,-0.5448107,-0.21285965,-0.5790891,0.30056798,-0.20720059,-0.43759155,-0.269913,-0.23215644
-0.03730003,-0.017041728,-1.7104613,0.2086034,-0.06251376,1.4557152,-0.0075664422,-0.008202309,-1.4650018,-0.22950202,-0.010340053,1.4656965,0.14993387,-0.08467291,-1.3554345,-0.12675093,-0.045001995,1.6654651,0.2,0.0,0.0,0.2629333,0.46448022,0.20214035,-0.21760502,0.53948396,-0.18860377,-0.2329431,0.04751405,0.5358064,-0.23290241,-0.0434768,-0.5448814,-0.21243685,-0.58044195,0.30279028,-0.19787522,-0.44183132,-0.27083737,-0.23299263
-0.0366776,-0.018810492,-1.6871655,0.2016661,-0.065136604,1.4676222,0.0071174293,-0.008698553,-1.4698175,-0.22126584,-0.012028165,1.4719919,0.14665116,-0.08582671,-1.3807107,-0.13028635,-0.043612726,1.6524117,0.2,0.0,0.0,0.2633229,0.4716741,0.20596305,-0.21702619,0.5349976,-0.18956268,-0.23333636,0.042539027,0.5348645,-0.23330249,-0.040705975,-0.5436951,-0.21254127,-0.5748835,0.30188313,-0.1974904,-0.44638616,-0.27189752,-0.23338138
-0.036151312,-0.02005473,-1.667519,0.19388461,-0.066864714,1.480525,0.021654665,-0.009624003,-1.4750382,-0.21126568,-0.013943669,1.477323,0.14343101,-0.08731454,-1.4060049,-0.13375413,-0.042334292,1.6390116,0.2,0.0,0.0,0.26356784,0.47854805,0.20939289,-0.2168955,0.53028286,-0.1908123,-0.23359643,0.037539575,0.53390414,-0.23356101,-0.03733269,-0.5418276,-0.2127892,-0.567431,0.30029312,-0.19976267,-0.45099273,-0.27291462,-0.23362878
-0.03586673,-0.021168202,-1.6553406,0.18502763,-0.067670576,1.4938141,0.035392754,-0.010282311,-1.4802189,-0.19869576,-0.015860261,1.480945,0.14026926,-0.08942443,-1.4309312,-0.13714534,-0.041427765,1.6251369,0.2,0.0,0.0,0.26375133,0.48437625,0.2121016,-0.21688007,0.5254909,-0.19236988,-0.2337985,0.03274003,0.5328451,-0.23374379,-0.033493135,-0.5402234,-0.21316266,-0.5599474,0.2987232,-0.20157437,-0.45569214,-0.2738887,-0.23379944
-0.035737794,-0.022620823,-1.6451623,0.17459293,-0.06780862,1.5077106,0.048409753,-0.010909032,-1.4855096,-0.18271406,-0.017822787,1.4822906,0.13723707,-0.09220866,-1.4539187,-0.14044383,-0.040954355,1.610966,0.2,0.0,0.0,0.26386994,0.48810694,0.21376474,-0.21676391,0.5207628,-0.19412813,-0.233912,0.028182626,0.53171146,-0.23385818,-0.028924607,-0.5390779,-0.21360452,-0.5527599,0.29723495,-0.20261341,-0.4604528,-0.27479473,-0.2339152
-0.03560448,-0.02409814,-1.6344078,0.16310067,-0.06734303,1.5218567,0.06078401,-0.011296073,-1.4907268,-0.16323388,-0.019570898,1.4823158,0.13436921,-0.09506597,-1.4730098,-0.14363055,-0.040765863,1.5966038,0.2,0.0,0.0,0.26393268,0.49131012,0.21518879,-0.2166269,0.5158541,-0.19625796,-0.23397735,0.02382137,0.5305016,-0.23392093,-0.023445396,-0.53857356,-0.21404703,-0.54637843,0.29599798,-0.20288421,-0.46526843,-0.27562377,-0.23396888
-0.03547551,-0.025858894,-1.6238976,0.1508529,-0.066217706,1.5361192,0.07257621,-0.011458488,-1.4958355,-0.14049245,-0.020857584,1.4821467,0.13164698,-0.097584195,-1.4860457,-0.14670627,-0.04078151,1.582049,0.2,0.0,0.0,0.26392287,0.4945853,0.21681228,-0.21653795,0.5109135,-0.19853695,-0.23397335,0.01959654,0.5292462,-0.23391138,-0.016905567,-0.53842646,-0.21447314,-0.54122716,0.29514772,-0.20254314,-0.47010964,-0.2764032,-0.2339465
-0.035348516,-0.02792339,-1.6142613,0.13757901,-0.06456321,1.5509089,0.08399784,-0.011722484,-1.5009927,-0.115204476,-0.021969007,1.4820137,0.1290713,-0.09953708,-1.4973824,-0.14973527,-0.04128192,1.5671992,0.2,0.0,0.0,0.26384857,0.49777782,0.21857646,-0.2164053,0.50601715,-0.2008626,-0.23389468,0.01548612,0.5279897,-0.23383561,-0.009320113,-0.5382812,-0.21487631,-0.5378123,0.29493165,-0.20173858,-0.4749947,-0.27712822,-0.23386897
-0.035243284,-0.02995013,-1.6053078,0.1239655,-0.06242991,1.565949,0.09528717,-0.011984268,-1.5060135,-0.0883673,-0.02276729,1.4819564,0.12655188,-0.100919835,-1.5081155,-0.15263207,-0.042069655,1.5519994,0.2,0.0,0.0,0.2637035,0.50069976,0.22033931,-0.21628562,0.50096136,-0.20330796,-0.23375086,0.01139328,0.52673954,-0.23369347,-0.00092916685,-0.5379574,-0.21523924,-0.5348677,0.2947764,-0.20083965,-0.479898,-0.27781847,-0.2337156
-0.03546993,-0.031908773,-1.5966252,0.110429056,-0.059898004,1.5809317,0.10662396,-0.012107008,-1.5108157,-0.060681745,-0.023067685,1.4807853,0.123754635,-0.101821885,-1.5181242,-0.1556553,-0.042505726,1.5369895,0.2,0.0,0.0,0.2634375,0.50340366,0.22213449,-0.21619056,0.4959894,-0.20562305,-0.23348904,0.0072935377,0.52554375,-0.23342942,0.00807814,-0.53741395,-0.21552674,-0.53198725,0.29454926,-0.19988894,-0.48474413,-0.27855536,-0.23344107
-0.036040977,-0.033903975,-1.5883703,0.09710356,-0.057510905,1.5957042,0.11794815,-0.012690312,-1.5154743,-0.033305712,-0.023228059,1.4773862,0.12072651,-0.102623664,-1.5270888,-0.15891217,-0.04263274,1.5224526,0.2,0.0,0.0,0.26305845,0.5061371,0.2239565,-0.21602397,0.49126682,-0.20767967,-0.23311071,0.003270358,0.52447295,-0.23304951,0.017462613,-0.53696007,-0.21579796,-0.5290568,0.29452023,-0.19899209,-0.48954776,-0.27914146,-0.23306936
-0.036958415,-0.036037248,-1.5799539,0.08489843,-0.055529702,1.6096963,0.12953812,-0.013844247,-1.5201966,-0.008122054,-0.023118729,1.4728559,0.11773677,-0.10342453,-1.5356504,-0.16227056,-0.04283817,1.5087519,0.2,0.0,0.0,0.26263428,0.5088779,0.22562757,-0.21582787,0.4866342,-0.20956747,-0.2326799,-0.0006493069,0.5235747,-0.2326412,0.026763527,-0.53695303,-0.21597172,-0.52627707,0.29471305,-0.1982734,-0.49429005,-0.27957118,-0.23263487
-0.038413476,-0.038131792,-1.5721503,0.0743268,-0.053795055,1.622456,0.14082554,-0.015073265,-1.5239956,0.014009365,-0.022358112,1.4663801,0.114681825,-0.1040233,-1.5437945,-0.16538925,-0.043099992,1.4956805,0.2,0.0,0.0,0.2622027,0.51176286,0.22727354,-0.21559328,0.4823093,-0.21105604,-0.2322546,-0.0046888287,0.5227189,-0.23222227,0.035525996,-0.53726757,-0.21591733,-0.52361065,0.294754,-0.19771712,-0.49865508,-0.2800207,-0.23217848
-0.040399443,-0.039988607,-1.5650282,0.06466301,-0.052298512,1.6349738,0.15164869,-0.01648869,-1.5271094,0.031556435,-0.021576859,1.4600136,0.11143707,-0.10444936,-1.5510596,-0.16861823,-0.04313037,1.4838635,0.2,0.0,0.0,0.26172486,0.51461005,0.22860268,-0.21523215,0.47840813,-0.21218246,-0.23177397,-0.008515132,0.52215624,-0.23173618,0.043254547,-0.53827995,-0.21551998,-0.52091396,0.29494235,-0.19725709,-0.5027887,-0.2803308,-0.23170926
-0.04291394,-0.042270094,-1.5585597,0.055991862,-0.050831746,1.6477023,0.16282101,-0.017969448,-1.5300786,0.043604467,-0.020761888,1.4531738,0.108312495,-0.10465376,-1.55818,-0.17182055,-0.042887107,1.4727509,0.2,0.0,0.0,0.2611836,0.5172566,0.22956356,-0.21484734,0.4745719,-0.2130516,-0.23122545,-0.012214813,0.5217649,-0.23119602,0.04945405,-0.539395,-0.21505193,-0.5184054,0.2952126,-0.19690152,-0.50666636,-0.2805264,-0.23116378
-0.04596451,-0.044265456,-1.5519795,0.048101254,-0.049617104,1.6601859,0.17358746,-0.019234424,-1.5323588,0.050315995,-0.019445557,1.4459933,0.10517913,-0.104722425,-1.5659328,-0.17494151,-0.042432364,1.4624225,0.2,0.0,0.0,0.26064125,0.5199575,0.23024522,-0.21430442,0.47078612,-0.21362065,-0.23067614,-0.015945682,0.5213712,-0.2306553,0.05380563,-0.5409032,-0.21463777,-0.5158421,0.29544294,-0.1966965,-0.51040614,-0.2806381,-0.23061673
-0.049515117,-0.046131678,-1.5457534,0.040786665,-0.048676793,1.6713871,0.18420552,-0.020574955,-1.5341849,0.054752596,-0.017926393,1.4393449,0.102429494,-0.1045155,-1.5736284,-0.17751369,-0.042174134,1.4528192,0.2,0.0,0.0,0.26013678,0.52267796,0.2308569,-0.21376102,0.46720058,-0.21379685,-0.23016372,-0.01963145,0.52107793,-0.23014848,0.056570712,-0.54292667,-0.21411106,-0.51308763,0.2954158,-0.19662574,-0.51382834,-0.28083614,-0.23012114
-0.053687707,-0.047479007,-1.5391576,0.034385543,-0.048271492,1.6816975,0.19415475,-0.021746438,-1.5352697,0.059312403,-0.016219737,1.4333386,0.09980121,-0.104137205,-1.5822456,-0.17996743,-0.041934323,1.4435196,0.2,0.0,0.0,0.25969845,0.52534723,0.23105255,-0.21328862,0.46388042,-0.21407995,-0.2297244,-0.023209922,0.52084255,-0.22971486,0.058427855,-0.5450465,-0.21345694,-0.5103203,0.29527077,-0.19671978,-0.5169785,-0.2810536,-0.22967193
-0.059420086,-0.04889219,-1.5327252,0.028340682,-0.047854237,1.6915604,0.20403436,-0.022722619,-1.536266,0.064351335,-0.014246217,1.4283091,0.09743061,-0.10359773,-1.5919358,-0.18222454,-0.04175205,1.4345764,0.2,0.0,0.0,0.25927407,0.52810717,0.23087847,-0.2128129,0.46072268,-0.21425454,-0.22929804,-0.026491174,0.52071834,-0.22928824,0.060265686,-0.5470595,-0.21267003,-0.5072182,0.2949776,-0.19692828,-0.52004826,-0.28121766,-0.22924475
-0.066797145,-0.05027388,-1.5270824,0.022303982,-0.04764722,1.7008294,0.21373487,-0.023667615,-1.5370855,0.06977652,-0.012329651,1.4237685,0.095182754,-0.10288348,-1.6009574,-0.18427074,-0.04160244,1.4260808,0.2,0.0,0.0,0.25887436,0.5309566,0.23020671,-0.21227336,0.45770213,-0.21432476,-0.22888754,-0.029830506,0.5205343,-0.22888678,0.062277347,-0.54880047,-0.21187456,-0.5038947,0.2943994,-0.19717865,-0.52299166,-0.28142053,-0.22885746
-0.076162286,-0.05150361,-1.5214398,0.016589845,-0.047515977,1.7097769,0.22330534,-0.024532324,-1.5376663,0.07554164,-0.0103957495,1.4196978,0.09304396,-0.10196152,-1.6097093,-0.1861817,-0.041580748,1.4175385,0.2,0.0,0.0,0.25849095,0.533743,0.22884859,-0.21172222,0.45477492,-0.2144206,-0.22850668,-0.033146158,0.5203554,-0.2285061,0.06442103,-0.55034256,-0.2110783,-0.5007671,0.2938201,-0.19746025,-0.5257802,-0.28164533,-0.2284608
-0.087115474,-0.05276561,-1.5159202,0.0112535255,-0.047325514,1.7186325,0.23280224,-0.025264705,-1.5379862,0.08157,-0.008337608,1.4159522,0.09090435,-0.10084287,-1.6190121,-0.18788221,-0.041564666,1.4090967,0.2,0.0,0.0,0.25810057,0.5366723,0.22677766,-0.21116327,0.45191142,-0.21443495,-0.22811793,-0.03646214,0.52020705,-0.2281144,0.06665349,-0.55169785,-0.21027564,-0.49772218,0.29321924,-0.19775204,-0.5285634,-0.28187957,-0.22806704
-0.09849445,-0.05393314,-1.5111578,0.006158267,-0.047276456,1.7273381,0.2422694,-0.026034478,-1.5379388,0.087923415,-0.00645856,1.4124091,0.088764094,-0.09950352,-1.6274377,-0.1892898,-0.041549247,1.4009116,0.2,0.0,0.0,0.25771064,0.539664,0.22423099,-0.21055405,0.44912893,-0.21424747,-0.22772016,-0.039882306,0.52009374,-0.22772232,0.069044515,-0.55291396,-0.20949179,-0.49456027,0.2924614,-0.19807337,-0.53127533,-0.2822126,-0.22769013
-0.109626524,-0.055208944,-1.5065353,0.0013432301,-0.047036614,1.7361789,0.2521145,-0.026825711,-1.5378954,0.09441806,-0.004850021,1.4089122,0.08661744,-0.09791554,-1.6359502,-0.19061749,-0.04173108,1.3924919,0.2,0.0,0.0,0.25729734,0.54248065,0.22127572,-0.20997201,0.44634622,-0.21406457,-0.22731179,-0.04323427,0.5200644,-0.22731154,0.07147348,-0.55399585,-0.20872928,-0.4915417,0.29184842,-0.19841641,-0.5339102,-0.28253156,-0.2272626
-0.119963765,-0.05655404,-1.5017109,-0.003236149,-0.046720892,1.7450845,0.26185796,-0.027624272,-1.5376681,0.1013574,-0.003373914,1.4053929,0.084425986,-0.09600196,-1.6453938,-0.19193703,-0.04186395,1.3841459,0.2,0.0,0.0,0.25685105,0.54522854,0.2183153,-0.20939593,0.4435825,-0.21382634,-0.22686964,-0.04670213,0.51999706,-0.22686343,0.07390802,-0.5549565,-0.2080768,-0.4884358,0.29121578,-0.19874194,-0.5365783,-0.2828364,-0.2268116
-0.12878364,-0.05777502,-1.4976046,-0.007741662,-0.046589077,1.7539371,0.27152485,-0.028544024,-1.5371491,0.10911979,-0.002033039,1.4018922,0.082235515,-0.09369851,-1.6538068,-0.19307604,-0.041933056,1.3760426,0.2,0.0,0.0,0.25639334,0.54788136,0.21571001,-0.20878714,0.44086388,-0.21343166,-0.22640562,-0.050264306,0.51995635,-0.22640425,0.07658259,-0.55581075,-0.20751634,-0.48505703,0.2903455,-0.19916299,-0.5392175,-0.28321478,-0.22636876
-0.1364601,-0.05904936,-1.4934906,-0.012273375,-0.046287116,1.7629158,0.28138056,-0.029554801,-1.5367558,0.11733961,-0.00097555295,1.3985776,0.080056444,-0.091044985,-1.6621685,-0.19434667,-0.042161193,1.3676993,0.2,0.0,0.0,0.25590068,0.55021024,0.21332227,-0.20823082,0.43810877,-0.21311803,-0.22591774,-0.053674486,0.5199895,-0.22591382,0.0794676,-0.55657786,-0.20693879,-0.481768,0.28963712,-0.19968036,-0.5418103,-0.2835274,-0.22585988
-0.14331871,-0.060134493,-1.4890492,-0.0167618,-0.04613351,1.7718515,0.29078585,-0.030695422,-1.5361351,0.12591176,-2.1345999e-05,1.3953934,0.077748746,-0.088074595,-1.6713104,-0.19570437,-0.042304106,1.3593535,0.2,0.0,0.0,0.25538218,0.55238724,0.21131682,-0.20771733,0.4353489,-0.21279143,-0.2254036,-0.05719979,0.519959,-0.22539468,0.08250386,-0.55714524,-0.20649412,-0.47845206,0.28885177,-0.20024018,-0.5444705,-0.28382167,-0.22533685
-0.14983992,-0.06139804,-1.4853878,-0.021481354,-0.045903962,1.7808579,0.300512,-0.031990286,-1.5357391,0.13466084,0.0006933205,1.392563,0.07544167,-0.08417685,-1.6793052,-0.19703847,-0.042556178,1.3511642,0.2,0.0,0.0,0.25483686,0.5545308,0.20958792,-0.20720588,0.4326063,-0.21242058,-0.22485077,-0.06060069,0.5200054,-0.22484884,0.08571576,-0.55759656,-0.20606576,-0.47480714,0.2879096,-0.20091897,-0.5471359,-0.28412196,-0.22480692
